,opcarrier,origin,dest,origin_lat,origin_lng,dest_lat,dest_lng
940,WN,LGA,FLL,40.77724306,-73.87260917,26.07258333,-80.15275
941,F9,MIA,DEN,25.79325,-80.29055556,39.85840806,-104.6670019
942,F9,MCO,PHL,28.42888889,-81.31602778,39.87195278,-75.24114083
943,NK,DEN,ATL,39.85840806,-104.6670019,33.64044444,-84.42694444
944,NK,BOS,DFW,42.3643475,-71.00517917,32.89595056,-97.0372
945,NK,DEN,LGA,39.85840806,-104.6670019,40.77724306,-73.87260917
946,NK,DFW,ORD,32.89595056,-97.0372,41.979595,-87.90446417
947,NK,DFW,PHL,32.89595056,-97.0372,39.87195278,-75.24114083
948,WN,PDX,SFO,45.58872222,-122.5975,37.61900194,-122.3748433
949,NK,IAH,DEN,29.98047222,-95.33972222,39.85840806,-104.6670019
950,NK,BOS,TPA,42.3643475,-71.00517917,27.97547222,-82.53325
951,NK,ATL,TPA,33.64044444,-84.42694444,27.97547222,-82.53325
952,F9,LGA,ATL,40.77724306,-73.87260917,33.64044444,-84.42694444
953,F9,LAS,IAH,36.08036111,-115.1523333,29.98047222,-95.33972222
954,NK,DEN,ORD,39.85840806,-104.6670019,41.979595,-87.90446417
955,NK,LAX,MSP,33.94253611,-118.4080744,44.88054694,-93.2169225
956,NK,DTW,MSP,42.21205889,-83.34883583,44.88054694,-93.2169225
957,NK,LAS,PHL,36.08036111,-115.1523333,39.87195278,-75.24114083
958,F9,ATL,SFO,33.64044444,-84.42694444,37.61900194,-122.3748433
959,NK,MSP,DEN,44.88054694,-93.2169225,39.85840806,-104.6670019
960,NK,DTW,IAH,42.21205889,-83.34883583,29.98047222,-95.33972222
961,WN,IAD,MCO,38.94453194,-77.45580972,28.42888889,-81.31602778
962,F9,BOS,MCO,42.3643475,-71.00517917,28.42888889,-81.31602778
963,F9,MSP,MCO,44.88054694,-93.2169225,28.42888889,-81.31602778
964,NK,BOS,DTW,42.3643475,-71.00517917,42.21205889,-83.34883583
965,NK,DEN,LAX,39.85840806,-104.6670019,33.94253611,-118.4080744
966,NK,LAX,SEA,33.94253611,-118.4080744,47.44898194,-122.3093131
967,WN,MCO,DTW,28.42888889,-81.31602778,42.21205889,-83.34883583
968,WN,LGA,LAS,40.77724306,-73.87260917,36.08036111,-115.1523333
969,WN,SLC,PDX,40.78838778,-111.9777731,45.58872222,-122.5975
970,WN,LAX,SEA,33.94253611,-118.4080744,47.44898194,-122.3093131
971,F9,LAS,ORD,36.08036111,-115.1523333,41.979595,-87.90446417
972,NK,ORD,BOS,41.979595,-87.90446417,42.3643475,-71.00517917
973,NK,EWR,IAH,40.69249722,-74.16866056,29.98047222,-95.33972222
974,NK,TPA,ORD,27.97547222,-82.53325,41.979595,-87.90446417
975,F9,SLC,ATL,40.78838778,-111.9777731,33.64044444,-84.42694444
976,NK,IAH,ATL,29.98047222,-95.33972222,33.64044444,-84.42694444
977,NK,DEN,DTW,39.85840806,-104.6670019,42.21205889,-83.34883583
978,NK,IAH,SEA,29.98047222,-95.33972222,47.44898194,-122.3093131
979,NK,LAX,TPA,33.94253611,-118.4080744,27.97547222,-82.53325
980,WN,PHL,MSP,39.87195278,-75.24114083,44.88054694,-93.2169225
981,NK,CLT,MCO,35.21401111,-80.94312583,28.42888889,-81.31602778
982,NK,ATL,ORD,33.64044444,-84.42694444,41.979595,-87.90446417
983,NK,ATL,SEA,33.64044444,-84.42694444,47.44898194,-122.3093131
984,F9,TPA,PHL,27.97547222,-82.53325,39.87195278,-75.24114083
985,WN,MCO,LAX,28.42888889,-81.31602778,33.94253611,-118.4080744
986,F9,MIA,ATL,25.79325,-80.29055556,33.64044444,-84.42694444
987,NK,IAH,MSP,29.98047222,-95.33972222,44.88054694,-93.2169225
988,WN,DCA,MSP,38.85208333,-77.03772222,44.88054694,-93.2169225
989,OO,JFK,CLT,40.63975111,-73.77892556,35.21401111,-80.94312583
990,NK,ATL,BOS,33.64044444,-84.42694444,42.3643475,-71.00517917
991,NK,SEA,MCO,47.44898194,-122.3093131,28.42888889,-81.31602778
992,NK,TPA,BWI,27.97547222,-82.53325,39.17540167,-76.66819833
993,NK,DFW,MSP,32.89595056,-97.0372,44.88054694,-93.2169225
994,NK,FLL,SEA,26.07258333,-80.15275,47.44898194,-122.3093131
995,NK,DTW,PHL,42.21205889,-83.34883583,39.87195278,-75.24114083
996,NK,LAX,LGA,33.94253611,-118.4080744,40.77724306,-73.87260917
997,F9,DFW,PHL,32.89595056,-97.0372,39.87195278,-75.24114083
998,F9,MCO,DTW,28.42888889,-81.31602778,42.21205889,-83.34883583
999,B6,MCO,ATL,28.42888889,-81.31602778,33.64044444,-84.42694444
1000,WN,MCO,LGA,28.42888889,-81.31602778,40.77724306,-73.87260917
1001,F9,LAX,ATL,33.94253611,-118.4080744,33.64044444,-84.42694444
1002,F9,LAS,DFW,36.08036111,-115.1523333,32.89595056,-97.0372
1003,NK,SEA,BWI,47.44898194,-122.3093131,39.17540167,-76.66819833
1004,UA,DFW,BWI,32.89595056,-97.0372,39.17540167,-76.66819833
1005,WN,DCA,DTW,38.85208333,-77.03772222,42.21205889,-83.34883583
1006,WN,DAL,EWR,32.84711389,-96.85177222,40.69249722,-74.16866056
1007,F9,BWI,MCO,39.17540167,-76.66819833,28.42888889,-81.31602778
1008,WN,SLC,SFO,40.78838778,-111.9777731,37.61900194,-122.3748433
1009,F9,LAS,TPA,36.08036111,-115.1523333,27.97547222,-82.53325
1010,F9,MIA,PHL,25.79325,-80.29055556,39.87195278,-75.24114083
1011,F9,IAH,PHL,29.98047222,-95.33972222,39.87195278,-75.24114083
1012,WN,TPA,MSP,27.97547222,-82.53325,44.88054694,-93.2169225
1013,WN,LGA,PHX,40.77724306,-73.87260917,33.43416667,-112.0080556
1014,WN,PDX,MSP,45.58872222,-122.5975,44.88054694,-93.2169225
1015,NK,LAX,MCO,33.94253611,-118.4080744,28.42888889,-81.31602778
1016,AA,JFK,MCO,40.63975111,-73.77892556,28.42888889,-81.31602778
1017,F9,MCO,IAD,28.42888889,-81.31602778,38.94453194,-77.45580972
1018,F9,MCO,SAN,28.42888889,-81.31602778,32.73355611,-117.1896567
1019,F9,MCO,ORD,28.42888889,-81.31602778,41.979595,-87.90446417
1020,NK,DFW,EWR,32.89595056,-97.0372,40.69249722,-74.16866056
1021,F9,SLC,MCO,40.78838778,-111.9777731,28.42888889,-81.31602778
1022,B6,EWR,TPA,40.69249722,-74.16866056,27.97547222,-82.53325
1023,F9,LAS,PHL,36.08036111,-115.1523333,39.87195278,-75.24114083
1024,UA,BOS,PDX,42.3643475,-71.00517917,45.58872222,-122.5975
1025,WN,IAD,DAL,38.94453194,-77.45580972,32.84711389,-96.85177222
1026,WN,DTW,LAX,42.21205889,-83.34883583,33.94253611,-118.4080744
1027,WN,DCA,SAN,38.85208333,-77.03772222,32.73355611,-117.1896567
1028,F9,TPA,ORD,27.97547222,-82.53325,41.979595,-87.90446417
1029,B6,TPA,DCA,27.97547222,-82.53325,38.85208333,-77.03772222
1030,UA,LGA,SFO,40.77724306,-73.87260917,37.61900194,-122.3748433
1031,WN,TPA,DTW,27.97547222,-82.53325,42.21205889,-83.34883583
1032,F9,LAS,DTW,36.08036111,-115.1523333,42.21205889,-83.34883583
1033,F9,ATL,PHL,33.64044444,-84.42694444,39.87195278,-75.24114083
1034,WN,MCO,CLT,28.42888889,-81.31602778,35.21401111,-80.94312583
1035,NK,TPA,PHL,27.97547222,-82.53325,39.87195278,-75.24114083
1036,WN,CLT,DEN,35.21401111,-80.94312583,39.85840806,-104.6670019
1037,WN,FLL,IAD,26.07258333,-80.15275,38.94453194,-77.45580972
1038,UA,TPA,SAN,27.97547222,-82.53325,32.73355611,-117.1896567
1039,F9,ORD,DFW,41.979595,-87.90446417,32.89595056,-97.0372
1040,WN,EWR,ATL,40.69249722,-74.16866056,33.64044444,-84.42694444
1041,NK,TPA,EWR,27.97547222,-82.53325,40.69249722,-74.16866056
1042,WN,LAX,DCA,33.94253611,-118.4080744,38.85208333,-77.03772222
1043,WN,FLL,SFO,26.07258333,-80.15275,37.61900194,-122.3748433
1044,WN,DCA,LAS,38.85208333,-77.03772222,36.08036111,-115.1523333
1045,NK,CLT,FLL,35.21401111,-80.94312583,26.07258333,-80.15275
1046,WN,TPA,SFO,27.97547222,-82.53325,37.61900194,-122.3748433
1047,WN,EWR,FLL,40.69249722,-74.16866056,26.07258333,-80.15275
1048,F9,LAX,LAS,33.94253611,-118.4080744,36.08036111,-115.1523333
1049,WN,LAX,MSP,33.94253611,-118.4080744,44.88054694,-93.2169225
1050,WN,DTW,PDX,42.21205889,-83.34883583,45.58872222,-122.5975
1051,WN,BOS,TPA,42.3643475,-71.00517917,27.97547222,-82.53325
1052,WN,SLC,SEA,40.78838778,-111.9777731,47.44898194,-122.3093131
1053,F9,MIA,ORD,25.79325,-80.29055556,41.979595,-87.90446417
1054,WN,SLC,EWR,40.78838778,-111.9777731,40.69249722,-74.16866056
1055,WN,IAD,TPA,38.94453194,-77.45580972,27.97547222,-82.53325
1056,WN,FLL,CLT,26.07258333,-80.15275,35.21401111,-80.94312583
1057,OO,LGA,IAD,40.77724306,-73.87260917,38.94453194,-77.45580972
1058,WN,BOS,FLL,42.3643475,-71.00517917,26.07258333,-80.15275
1059,UA,SAN,PHL,32.73355611,-117.1896567,39.87195278,-75.24114083
1060,UA,SEA,DFW,47.44898194,-122.3093131,32.89595056,-97.0372
1061,DL,JFK,IAD,40.63975111,-73.77892556,38.94453194,-77.45580972
1062,UA,IAD,LGA,38.94453194,-77.45580972,40.77724306,-73.87260917
1063,WN,BOS,SAN,42.3643475,-71.00517917,32.73355611,-117.1896567
1064,AS,FLL,SFO,26.07258333,-80.15275,37.61900194,-122.3748433
1065,UA,SEA,MCO,47.44898194,-122.3093131,28.42888889,-81.31602778
1066,AA,JFK,PDX,40.63975111,-73.77892556,45.58872222,-122.5975
1067,DL,DTW,IAD,42.21205889,-83.34883583,38.94453194,-77.45580972
1068,WN,MCO,SLC,28.42888889,-81.31602778,40.78838778,-111.9777731
1069,WN,PDX,TPA,45.58872222,-122.5975,27.97547222,-82.53325
1070,WN,DTW,SAN,42.21205889,-83.34883583,32.73355611,-117.1896567
1071,UA,DFW,BOS,32.89595056,-97.0372,42.3643475,-71.00517917
1072,WN,SLC,TPA,40.78838778,-111.9777731,27.97547222,-82.53325
1073,UA,PHL,PDX,39.87195278,-75.24114083,45.58872222,-122.5975
1074,AS,LAX,SLC,33.94253611,-118.4080744,40.78838778,-111.9777731
1075,WN,CLT,PHX,35.21401111,-80.94312583,33.43416667,-112.0080556
1076,OO,PDX,LAX,45.58872222,-122.5975,33.94253611,-118.4080744
1077,UA,DCA,LAX,38.85208333,-77.03772222,33.94253611,-118.4080744
1078,WN,MSP,SAN,44.88054694,-93.2169225,32.73355611,-117.1896567
1079,DL,LAS,SAN,36.08036111,-115.1523333,32.73355611,-117.1896567
1080,AS,LAX,IAH,33.94253611,-118.4080744,29.98047222,-95.33972222
1081,DL,BWI,JFK,39.17540167,-76.66819833,40.63975111,-73.77892556
1082,DL,IAH,JFK,29.98047222,-95.33972222,40.63975111,-73.77892556
1083,DL,CLT,LGA,35.21401111,-80.94312583,40.77724306,-73.87260917
1084,AA,DTW,DCA,42.21205889,-83.34883583,38.85208333,-77.03772222
1085,DL,DCA,LGA,38.85208333,-77.03772222,40.77724306,-73.87260917
1086,UA,LGA,LAS,40.77724306,-73.87260917,36.08036111,-115.1523333
1087,NK,EWR,LAX,40.69249722,-74.16866056,33.94253611,-118.4080744
1088,NK,PHX,MSP,33.43416667,-112.0080556,44.88054694,-93.2169225
1089,UA,BWI,SEA,39.17540167,-76.66819833,47.44898194,-122.3093131
1090,EV,EWR,CLT,40.69249722,-74.16866056,35.21401111,-80.94312583
1091,F9,LGA,MIA,40.77724306,-73.87260917,25.79325,-80.29055556
1092,F9,MCO,LGA,28.42888889,-81.31602778,40.77724306,-73.87260917
1093,F9,TPA,MSP,27.97547222,-82.53325,44.88054694,-93.2169225
1094,NK,BWI,CLT,39.17540167,-76.66819833,35.21401111,-80.94312583
1095,NK,PDX,SAN,45.58872222,-122.5975,32.73355611,-117.1896567
1096,F9,CLT,TPA,35.21401111,-80.94312583,27.97547222,-82.53325
1097,NK,DTW,PHX,42.21205889,-83.34883583,33.43416667,-112.0080556
1098,WN,TPA,EWR,27.97547222,-82.53325,40.69249722,-74.16866056
1099,WN,PDX,MCO,45.58872222,-122.5975,28.42888889,-81.31602778
1100,WN,BOS,CLT,42.3643475,-71.00517917,35.21401111,-80.94312583
1101,WN,PHL,LAX,39.87195278,-75.24114083,33.94253611,-118.4080744
1102,WN,FLL,MSP,26.07258333,-80.15275,44.88054694,-93.2169225
1103,UA,MSP,DCA,44.88054694,-93.2169225,38.85208333,-77.03772222
1104,WN,DTW,MSP,42.21205889,-83.34883583,44.88054694,-93.2169225
1105,OO,DEN,ORD,39.85840806,-104.6670019,41.979595,-87.90446417
1106,WN,CLT,LAX,35.21401111,-80.94312583,33.94253611,-118.4080744
1107,WN,SAN,LGA,32.73355611,-117.1896567,40.77724306,-73.87260917
1108,WN,MSP,MCO,44.88054694,-93.2169225,28.42888889,-81.31602778
1109,UA,LAS,BWI,36.08036111,-115.1523333,39.17540167,-76.66819833
1110,UA,LAS,PHL,36.08036111,-115.1523333,39.87195278,-75.24114083
1111,WN,LAX,LGA,33.94253611,-118.4080744,40.77724306,-73.87260917
1112,WN,MSP,SLC,44.88054694,-93.2169225,40.78838778,-111.9777731
1113,WN,PDX,ATL,45.58872222,-122.5975,33.64044444,-84.42694444
1114,WN,EWR,LAX,40.69249722,-74.16866056,33.94253611,-118.4080744
1115,WN,IAD,SEA,38.94453194,-77.45580972,47.44898194,-122.3093131
1116,WN,PDX,FLL,45.58872222,-122.5975,26.07258333,-80.15275
1117,WN,SFO,DCA,37.61900194,-122.3748433,38.85208333,-77.03772222
1118,WN,SLC,FLL,40.78838778,-111.9777731,26.07258333,-80.15275
1119,DL,DFW,JFK,32.89595056,-97.0372,40.63975111,-73.77892556
1120,UA,ATL,SAN,33.64044444,-84.42694444,32.73355611,-117.1896567
1121,UA,LAX,LGA,33.94253611,-118.4080744,40.77724306,-73.87260917
1122,WN,PHL,LAS,39.87195278,-75.24114083,36.08036111,-115.1523333
1123,DL,ORD,JFK,41.979595,-87.90446417,40.63975111,-73.77892556
1124,UA,PDX,LAS,45.58872222,-122.5975,36.08036111,-115.1523333
1125,WN,LAX,BOS,33.94253611,-118.4080744,42.3643475,-71.00517917
1126,WN,MSP,SFO,44.88054694,-93.2169225,37.61900194,-122.3748433
1127,F9,BWI,IAH,39.17540167,-76.66819833,29.98047222,-95.33972222
1128,WN,CLT,TPA,35.21401111,-80.94312583,27.97547222,-82.53325
1129,EV,DTW,IAH,42.21205889,-83.34883583,29.98047222,-95.33972222
1130,OO,SEA,DAL,47.44898194,-122.3093131,32.84711389,-96.85177222
1131,UA,DCA,SAN,38.85208333,-77.03772222,32.73355611,-117.1896567
1132,WN,SFO,BWI,37.61900194,-122.3748433,39.17540167,-76.66819833
1133,F9,TPA,SFO,27.97547222,-82.53325,37.61900194,-122.3748433
1134,UA,LAX,MIA,33.94253611,-118.4080744,25.79325,-80.29055556
1135,MQ,ORD,DFW,41.979595,-87.90446417,32.89595056,-97.0372
1136,WN,PHL,BWI,39.87195278,-75.24114083,39.17540167,-76.66819833
1137,AA,BOS,LAS,42.3643475,-71.00517917,36.08036111,-115.1523333
1138,G4,LAX,LAS,33.94253611,-118.4080744,36.08036111,-115.1523333
1139,UA,LGA,PDX,40.77724306,-73.87260917,45.58872222,-122.5975
1140,WN,CLT,SEA,35.21401111,-80.94312583,47.44898194,-122.3093131
1141,WN,SLC,PHL,40.78838778,-111.9777731,39.87195278,-75.24114083
1142,EV,DTW,EWR,42.21205889,-83.34883583,40.69249722,-74.16866056
1143,OO,IAH,DEN,29.98047222,-95.33972222,39.85840806,-104.6670019
1144,UA,ATL,SEA,33.64044444,-84.42694444,47.44898194,-122.3093131
1145,UA,BWI,PHX,39.17540167,-76.66819833,33.43416667,-112.0080556
1146,UA,CLT,IAD,35.21401111,-80.94312583,38.94453194,-77.45580972
1147,UA,IAD,DTW,38.94453194,-77.45580972,42.21205889,-83.34883583
1148,UA,SAN,BOS,32.73355611,-117.1896567,42.3643475,-71.00517917
1149,UA,TPA,BOS,27.97547222,-82.53325,42.3643475,-71.00517917
1150,UA,TPA,LAX,27.97547222,-82.53325,33.94253611,-118.4080744
1151,OO,LGA,DTW,40.77724306,-73.87260917,42.21205889,-83.34883583
1152,NK,TPA,SEA,27.97547222,-82.53325,47.44898194,-122.3093131
1153,OO,MSP,LGA,44.88054694,-93.2169225,40.77724306,-73.87260917
1154,EV,MSP,IAH,44.88054694,-93.2169225,29.98047222,-95.33972222
1155,EV,EWR,BOS,40.69249722,-74.16866056,42.3643475,-71.00517917
1156,OO,SFO,SEA,37.61900194,-122.3748433,47.44898194,-122.3093131
1157,OO,DEN,PHX,39.85840806,-104.6670019,33.43416667,-112.0080556
1158,OO,LGA,BOS,40.77724306,-73.87260917,42.3643475,-71.00517917
1159,OO,LGA,IAH,40.77724306,-73.87260917,29.98047222,-95.33972222
1160,OO,LAS,SFO,36.08036111,-115.1523333,37.61900194,-122.3748433
1161,WN,SFO,BOS,37.61900194,-122.3748433,42.3643475,-71.00517917
1162,WN,CLT,ATL,35.21401111,-80.94312583,33.64044444,-84.42694444
1163,WN,ATL,SFO,33.64044444,-84.42694444,37.61900194,-122.3748433
1164,WN,EWR,MCO,40.69249722,-74.16866056,28.42888889,-81.31602778
1165,WN,MSP,SEA,44.88054694,-93.2169225,47.44898194,-122.3093131
1166,WN,SAN,IAD,32.73355611,-117.1896567,38.94453194,-77.45580972
1167,UA,SEA,BOS,47.44898194,-122.3093131,42.3643475,-71.00517917
1168,F9,PHX,IAD,33.43416667,-112.0080556,38.94453194,-77.45580972
1169,EV,IAH,DCA,29.98047222,-95.33972222,38.85208333,-77.03772222
1170,UA,LAX,PDX,33.94253611,-118.4080744,45.58872222,-122.5975
1171,AA,PHL,SLC,39.87195278,-75.24114083,40.78838778,-111.9777731
1172,MQ,ORD,DCA,41.979595,-87.90446417,38.85208333,-77.03772222
1173,AA,PHL,JFK,39.87195278,-75.24114083,40.63975111,-73.77892556
1174,UA,LAX,SLC,33.94253611,-118.4080744,40.78838778,-111.9777731
1175,WN,BWI,DCA,39.17540167,-76.66819833,38.85208333,-77.03772222
1176,AA,SFO,SLC,37.61900194,-122.3748433,40.78838778,-111.9777731
1177,DL,PHL,BOS,39.87195278,-75.24114083,42.3643475,-71.00517917
1178,DL,LAX,PHX,33.94253611,-118.4080744,33.43416667,-112.0080556
1179,F9,MIA,SFO,25.79325,-80.29055556,37.61900194,-122.3748433
1180,F9,LAS,MSP,36.08036111,-115.1523333,44.88054694,-93.2169225
1181,F9,PHX,ATL,33.43416667,-112.0080556,33.64044444,-84.42694444
1182,UA,FLL,MCO,26.07258333,-80.15275,28.42888889,-81.31602778
1183,WN,MSP,BOS,44.88054694,-93.2169225,42.3643475,-71.00517917
1184,EV,ORD,CLT,41.979595,-87.90446417,35.21401111,-80.94312583
1185,OO,DEN,SFO,39.85840806,-104.6670019,37.61900194,-122.3748433
1186,UA,LAX,DTW,33.94253611,-118.4080744,42.21205889,-83.34883583
1187,UA,FLL,TPA,26.07258333,-80.15275,27.97547222,-82.53325
1188,AS,ORD,DTW,41.979595,-87.90446417,42.21205889,-83.34883583
1189,WN,BWI,IAD,39.17540167,-76.66819833,38.94453194,-77.45580972
1190,MQ,LAX,ATL,33.94253611,-118.4080744,33.64044444,-84.42694444
1191,AS,SLC,PHX,40.78838778,-111.9777731,33.43416667,-112.0080556
1192,WN,SLC,DCA,40.78838778,-111.9777731,38.85208333,-77.03772222
1193,WN,TPA,SEA,27.97547222,-82.53325,47.44898194,-122.3093131
1194,WN,SEA,ATL,47.44898194,-122.3093131,33.64044444,-84.42694444
1195,AA,LAX,SLC,33.94253611,-118.4080744,40.78838778,-111.9777731
1196,AS,SAN,SLC,32.73355611,-117.1896567,40.78838778,-111.9777731
1197,WN,SEA,DTW,47.44898194,-122.3093131,42.21205889,-83.34883583
1198,WN,LGA,SFO,40.77724306,-73.87260917,37.61900194,-122.3748433
1199,AA,SAN,BWI,32.73355611,-117.1896567,39.17540167,-76.66819833
1200,AA,LAS,MSP,36.08036111,-115.1523333,44.88054694,-93.2169225
1201,NK,PDX,LAX,45.58872222,-122.5975,33.94253611,-118.4080744
1202,F9,LAS,PHX,36.08036111,-115.1523333,33.43416667,-112.0080556
1203,WN,TPA,MCO,27.97547222,-82.53325,28.42888889,-81.31602778
1204,WN,EWR,SFO,40.69249722,-74.16866056,37.61900194,-122.3748433
1205,WN,LGA,SLC,40.77724306,-73.87260917,40.78838778,-111.9777731
1206,WN,SAN,PHL,32.73355611,-117.1896567,39.87195278,-75.24114083
1207,WN,PHL,SEA,39.87195278,-75.24114083,47.44898194,-122.3093131
1208,WN,FLL,SEA,26.07258333,-80.15275,47.44898194,-122.3093131
1209,UA,SAN,LGA,32.73355611,-117.1896567,40.77724306,-73.87260917
1210,WN,EWR,MSP,40.69249722,-74.16866056,44.88054694,-93.2169225
1211,EV,ORD,ATL,41.979595,-87.90446417,33.64044444,-84.42694444
1212,WN,EWR,LAS,40.69249722,-74.16866056,36.08036111,-115.1523333
1213,WN,CLT,DCA,35.21401111,-80.94312583,38.85208333,-77.03772222
1214,OO,ORD,IAH,41.979595,-87.90446417,29.98047222,-95.33972222
1215,UA,BOS,LGA,42.3643475,-71.00517917,40.77724306,-73.87260917
1216,OO,EWR,DTW,40.69249722,-74.16866056,42.21205889,-83.34883583
1217,MQ,SAN,LAX,32.73355611,-117.1896567,33.94253611,-118.4080744
1218,AA,MSP,DCA,44.88054694,-93.2169225,38.85208333,-77.03772222
1219,AA,PDX,SFO,45.58872222,-122.5975,37.61900194,-122.3748433
1220,EV,IAH,CLT,29.98047222,-95.33972222,35.21401111,-80.94312583
1221,WN,PHL,BOS,39.87195278,-75.24114083,42.3643475,-71.00517917
1222,UA,DFW,CLT,32.89595056,-97.0372,35.21401111,-80.94312583
1223,F9,TPA,ATL,27.97547222,-82.53325,33.64044444,-84.42694444
1224,F9,LAX,MIA,33.94253611,-118.4080744,25.79325,-80.29055556
1225,MQ,DFW,ATL,32.89595056,-97.0372,33.64044444,-84.42694444
1226,AA,LGA,DTW,40.77724306,-73.87260917,42.21205889,-83.34883583
1227,WN,PDX,DCA,45.58872222,-122.5975,38.85208333,-77.03772222
1228,WN,PDX,BOS,45.58872222,-122.5975,42.3643475,-71.00517917
1229,AS,LAX,SAN,33.94253611,-118.4080744,32.73355611,-117.1896567
1230,AS,FLL,DFW,26.07258333,-80.15275,32.89595056,-97.0372
1231,OO,SFO,ORD,37.61900194,-122.3748433,41.979595,-87.90446417
1232,WN,BOS,DTW,42.3643475,-71.00517917,42.21205889,-83.34883583
1233,UA,LAX,FLL,33.94253611,-118.4080744,26.07258333,-80.15275
1234,UA,SAN,MSP,32.73355611,-117.1896567,44.88054694,-93.2169225
1235,WN,CLT,EWR,35.21401111,-80.94312583,40.69249722,-74.16866056
1236,WN,BOS,IAD,42.3643475,-71.00517917,38.94453194,-77.45580972
1237,WN,CLT,MSP,35.21401111,-80.94312583,44.88054694,-93.2169225
1238,UA,MSP,BWI,44.88054694,-93.2169225,39.17540167,-76.66819833
1239,AA,SEA,SFO,47.44898194,-122.3093131,37.61900194,-122.3748433
1240,UA,LGA,DFW,40.77724306,-73.87260917,32.89595056,-97.0372
1241,OO,DEN,SAN,39.85840806,-104.6670019,32.73355611,-117.1896567
1242,AA,LAX,SEA,33.94253611,-118.4080744,47.44898194,-122.3093131
1243,WN,DCA,BOS,38.85208333,-77.03772222,42.3643475,-71.00517917
1244,WN,SFO,SEA,37.61900194,-122.3748433,47.44898194,-122.3093131
1245,UA,SEA,PHX,47.44898194,-122.3093131,33.43416667,-112.0080556
1246,F9,IAD,SLC,38.94453194,-77.45580972,40.78838778,-111.9777731
1247,UA,MIA,LGA,25.79325,-80.29055556,40.77724306,-73.87260917
1248,EV,ORD,LGA,41.979595,-87.90446417,40.77724306,-73.87260917
1249,F9,LAS,SEA,36.08036111,-115.1523333,47.44898194,-122.3093131
1250,AA,MSP,LGA,44.88054694,-93.2169225,40.77724306,-73.87260917
